Nonce,Sender,GatewayTransactionsGRPC(54.144.86.226:5005) Hash,GatewayTransactionsGRPC(54.91.48.97:5005) Hash,GatewayTransactionsGRPC(54.144.86.226:5005) Time,GatewayTransactionsGRPC(54.91.48.97:5005) Time,Time diff,GatewayTransactionsGRPC(54.144.86.226:5005) message len,GatewayTransactionsGRPC(54.91.48.97:5005) message len,Hashes are equal
9189491,0x3cd751e6b0078be393132286c442345e5dc49699,0x34f1dc2f87d6756e9a9a420d4a85ce2748e16f3109b20c8fe6c2f953676f984b,0x34f1dc2f87d6756e9a9a420d4a85ce2748e16f3109b20c8fe6c2f953676f984b,2023-10-15T15:24:00.679107,2023-10-15T15:24:00.679101,6,157,157,true
12,0xd74ffb77ee67aaaf6b0039e7642180cd72962f13,0x977a587037b04ed9737a663a99825e761257e3868977e7d62f0e4443b5c1240e,0x977a587037b04ed9737a663a99825e761257e3868977e7d62f0e4443b5c1240e,2023-10-15T15:24:05.529186,2023-10-15T15:24:05.529186,0,931,931,true
795450,0x91aae0aafd9d2d730111b395c6871f248d7bd728,0xa8b15b0bd39c66ca0a085fcc83ca6e3976250ab31ad2fb2f1bfdc60967da3f18,0xa8b15b0bd39c66ca0a085fcc83ca6e3976250ab31ad2fb2f1bfdc60967da3f18,2023-10-15T15:22:43.692110,2023-10-15T15:22:43.692110,0,350,350,true
1508,0x24706c6f60579ae8313083b5c92202bf09ba631e,0xc87790c50b00fd18c4315f7c6a689278c740293d19bd0e2da957106eb4906497,0xc87790c50b00fd18c4315f7c6a689278c740293d19bd0e2da957106eb4906497,2023-10-15T15:24:07.923038,2023-10-15T15:24:07.923038,0,149,149,true
17,0x9d894aa77056b8f594199e6b1b4a28c40ab08c6b,0xd7decc4064e4d5e222444a91fe00f9e8711b4dcba5a3c99e57a23af1ec91ed75,0xd7decc4064e4d5e222444a91fe00f9e8711b4dcba5a3c99e57a23af1ec91ed75,2023-10-15T15:22:05.832266,2023-10-15T15:22:05.832266,0,155,155,true
1513,0x84ba51a3b082066482385c2e77c15b36b2888888,0x0f378ba482e8d464ba944f4f78003490b8ebaebd48b98ae8599fd754ca843d2f,0x0f378ba482e8d464ba944f4f78003490b8ebaebd48b98ae8599fd754ca843d2f,2023-10-15T15:22:09.787990,2023-10-15T15:22:09.787990,0,758,758,true
0,0xb4d7c53e5165bd30c63229531d2a451105d97b86,0x73432749c197d0770564d5541028f59633de858b5fec251296e1150502aaacd4,0x73432749c197d0770564d5541028f59633de858b5fec251296e1150502aaacd4,2023-10-15T15:23:08.041224,2023-10-15T15:23:08.041224,0,147,147,true
288,0xd044745691216697065598913646bc1885055385,0xbafcd54ca0c0415eee2488453d72b65dd76b1297d92f2464a0f302d755fefa98,0xbafcd54ca0c0415eee2488453d72b65dd76b1297d92f2464a0f302d755fefa98,2023-10-15T15:24:51.375588,2023-10-15T15:24:51.375588,0,161,161,true
8,0x609f851648ebca6f355491a5c68710b8795bcc47,0xad08bf743699cc08dbb5fb68af6e436a660e98cf50fdf1d14f38376116a1e51e,0xad08bf743699cc08dbb5fb68af6e436a660e98cf50fdf1d14f38376116a1e51e,2023-10-15T15:23:51.265897,2023-10-15T15:23:51.265897,0,146,146,true
136,0x9924a2a396998b8fcd1398050fb2bfbdc8302b29,0x4bfa24a2eaf21c0d4e229defa1297439c393affb227ab174b27418f6d6ccd949,0x4bfa24a2eaf21c0d4e229defa1297439c393affb227ab174b27418f6d6ccd949,2023-10-15T15:24:22.223289,2023-10-15T15:24:22.223289,0,218,218,true
21802,0x10593a64b7b7bb0ea29b8c01f1619ca8ff294b2f,0x175ab51d8525ffa5af9c06dd867d8ef967248dd5ff43bf82ff1eb48c31db2dc7,0x175ab51d8525ffa5af9c06dd867d8ef967248dd5ff43bf82ff1eb48c31db2dc7,2023-10-15T15:23:08.311015,2023-10-15T15:23:08.311015,0,381,381,true
15,0x1caec217e4bcdbc305a3abe67c03985395aa3d73,0xbf7b92f63cd1b98af1b4591f075df853038e2b0ead7b4ac625ba97f00167a020,0xbf7b92f63cd1b98af1b4591f075df853038e2b0ead7b4ac625ba97f00167a020,2023-10-15T15:22:28.525980,2023-10-15T15:22:28.525980,0,1180,1180,true
211,0x673d2fbda3bab0a60c5ca7d4eb9f8a9a7ba23bba,0x9fdf4bc7e6dcf0bc7b06dfe36a15f93cb4bc781825f84abfe58a252917c2129a,0x9fdf4bc7e6dcf0bc7b06dfe36a15f93cb4bc781825f84abfe58a252917c2129a,2023-10-15T15:22:30.298370,2023-10-15T15:22:30.298381,-10,218,218,true
5600092,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0x455ab3258d24f72a69ecac1a3d86a587af95f3cee600fe66e58e41bb921d4ffd,0x455ab3258d24f72a69ecac1a3d86a587af95f3cee600fe66e58e41bb921d4ffd,2023-10-15T15:23:42.345155,2023-10-15T15:23:42.345155,0,221,221,true
2607,0xbfd539dbd36051d992ce375d13754266d0674439,0xfefcada731709f678488572aeb2880d0369e666daae955c02812d1eef01cd1f4,0xfefcada731709f678488572aeb2880d0369e666daae955c02812d1eef01cd1f4,2023-10-15T15:22:50.043149,2023-10-15T15:22:50.043149,0,797,797,true
678,0x5ab124f18056113d0884251d45544e2188af5fae,0x9ab1c6068b141c52dc215f6295c7da0e330e4e823793ba1f66b68a44d86ae2d9,0x9ab1c6068b141c52dc215f6295c7da0e330e4e823793ba1f66b68a44d86ae2d9,2023-10-15T15:22:09.563151,2023-10-15T15:22:09.563151,0,217,217,true
94,0x5baf0e85802290b44cc44b6e2cb160cd2d9345ed,0xf4f95f44371de5eb77960d224a1845ce8310c9ad6deb0e10a470140530e82360,0xf4f95f44371de5eb77960d224a1845ce8310c9ad6deb0e10a470140530e82360,2023-10-15T15:22:30.368650,2023-10-15T15:22:30.367720,929,154,154,true
243,0x0472bb9ce04ad2a5813e6ad6ca35f1eeb7751d01,0xd7528eb7fa492da8445f373683aeddb147fe9163b9b8e4bb3c04ab0ac0947c54,0xd7528eb7fa492da8445f373683aeddb147fe9163b9b8e4bb3c04ab0ac0947c54,2023-10-15T15:23:06.456475,2023-10-15T15:23:06.454562,1913,218,218,true
1018,0x4e35554e4065d9c8352cb076fb4b2e0e5aab4564,0xea5eebd757a275fe66f52db834263f230303753eb97f0189ae6bd8b8d76cf498,0xea5eebd757a275fe66f52db834263f230303753eb97f0189ae6bd8b8d76cf498,2023-10-15T15:24:59.908100,2023-10-15T15:24:59.898590,9509,2598,2598,true
4223988,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x4e215098538d4e80b9c65d9a8c3e13afa5ecc472e18e6c7010f2b5428f19be7d,0x4e215098538d4e80b9c65d9a8c3e13afa5ecc472e18e6c7010f2b5428f19be7d,2023-10-15T15:25:02.579864,2023-10-15T15:25:02.579864,0,149,149,true
1,0x827ca112e8ead817fe90daaaa59c67c6ae376eb1,0x219f06a823e92a29eece1c188a5dab9201e910810e40c4fdb87a271f0999cadf,0x219f06a823e92a29eece1c188a5dab9201e910810e40c4fdb87a271f0999cadf,2023-10-15T15:22:31.270971,2023-10-15T15:22:31.270971,0,147,147,true
201,0x5d5a162a6dc1d1725cd2e6c9a5022e4a5d16790d,0xc155ecc85f31e07bef5fe3b927b200d821351b8e7df9dbd45b401e03214411e8,0xc155ecc85f31e07bef5fe3b927b200d821351b8e7df9dbd45b401e03214411e8,2023-10-15T15:23:06.071462,2023-10-15T15:23:06.069894,1567,797,797,true
30,0x7aa79a4f1d36de117d2661718738db7f9fe1dbfa,0x7eeca6257eafc617f40f7d756d9fe1f3a3aaa5477e890dd0f015ec15122ae790,0x7eeca6257eafc617f40f7d756d9fe1f3a3aaa5477e890dd0f015ec15122ae790,2023-10-15T15:23:57.096630,2023-10-15T15:23:57.096631,0,155,155,true
1003,0xbd975ef3a2f007ba6297bf96d0e339eac52203d9,0xa29b949adf8535eaaf63caa62aaf8fdd2c37aecd2e0fc23d323241516fcca648,0xa29b949adf8535eaaf63caa62aaf8fdd2c37aecd2e0fc23d323241516fcca648,2023-10-15T15:23:48.683510,2023-10-15T15:23:48.683537,-26,182,182,true
24865,0x22596eec7a0399d1fa9cab32f519ab305162e7fc,0x84859d1b8ab06d851a6d18914fe9ef49fdbf66e91bfb1ebef26314bccfe4ef81,0x84859d1b8ab06d851a6d18914fe9ef49fdbf66e91bfb1ebef26314bccfe4ef81,2023-10-15T15:23:24.476842,2023-10-15T15:23:24.476842,0,598,598,true
63,0xcd36574699cc4d7aec0385a63ab097eb090d009e,0x5cf80bed0a7586010a9591391cea9852b9be89102496c6e28b16bb445e2d80d8,0x5cf80bed0a7586010a9591391cea9852b9be89102496c6e28b16bb445e2d80d8,2023-10-15T15:23:06.109817,2023-10-15T15:23:06.109817,0,218,218,true
0,0x5dc985699107ddc19734243736a29498f47cdec9,0x88f970d90abc3813d3264e873a9e75d8eb4fd87f36b5939df4f55890e1471728,0x88f970d90abc3813d3264e873a9e75d8eb4fd87f36b5939df4f55890e1471728,2023-10-15T15:24:48.732496,2023-10-15T15:24:48.732489,6,158,158,true
414,0xc5824baea99e353cda75a41329da0983f5acdff5,0x4531adde86fb4729d40a14d5fa5415e75e89f9a6e4df93d5472f9fb0f449218f,0x4531adde86fb4729d40a14d5fa5415e75e89f9a6e4df93d5472f9fb0f449218f,2023-10-15T15:24:04.400851,2023-10-15T15:24:04.400851,0,219,219,true
7,0xba533ef9ddc8d77d142374966ecff85df6886fd0,0x53a10fea4bc8e47dfeaa8197e08589bdf17d7913b1a5a65c71fe621148cb7f34,0x53a10fea4bc8e47dfeaa8197e08589bdf17d7913b1a5a65c71fe621148cb7f34,2023-10-15T15:23:42.778381,2023-10-15T15:23:42.778413,-32,156,156,true
4223982,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0xc4445a1d564676b6767a6dbf96078cf6b79479cdb0dae056dbdcc7b34e46dfa3,0xc4445a1d564676b6767a6dbf96078cf6b79479cdb0dae056dbdcc7b34e46dfa3,2023-10-15T15:24:20.787202,2023-10-15T15:24:20.797224,-10022,149,149,true
0,0x2524c412b57c6419c4288899ebc20175c78e1e1b,0xecda56bee701901e49ab83fad1cb5b6865e131e898cc65c763e9d9fd54f8fd04,0xecda56bee701901e49ab83fad1cb5b6865e131e898cc65c763e9d9fd54f8fd04,2023-10-15T15:22:09.499928,2023-10-15T15:22:09.499928,0,217,217,true
1537,0xb661219565108471e5d06f475375a5e9321fd966,0x44727e0f5797fbdf67ece906a3642a3861ff6e0e3a8ea73846efc7da149ccba4,0x44727e0f5797fbdf67ece906a3642a3861ff6e0e3a8ea73846efc7da149ccba4,2023-10-15T15:24:02.858735,2023-10-15T15:24:02.882761,-24025,212,212,true
2,0x81e052b7db5ad093ab48e709fad9bd95238c6a3f,0xb74c9aafed2994437b7d4884e0362c8cf6230c89d0465292f1d891a289e823bc,0xb74c9aafed2994437b7d4884e0362c8cf6230c89d0465292f1d891a289e823bc,2023-10-15T15:22:16.467586,2023-10-15T15:22:16.467586,0,154,154,true
312,0x0b5dcef8ea54915b83bde380c191c668ddba4e16,0xdf7f5e4469f137bc7c917bea090921c4726e14e84b17ff55512e697a07a60076,0xdf7f5e4469f137bc7c917bea090921c4726e14e84b17ff55512e697a07a60076,2023-10-15T15:22:25.809125,2023-10-15T15:22:25.809125,0,1022,1022,true
15,0x370afc114c6436da0ce2e7c9e57c508c78a97fdf,0x1d935bcb8853d70107e552ca46ba600b36735c800d06f64e07101d1457478052,0x1d935bcb8853d70107e552ca46ba600b36735c800d06f64e07101d1457478052,2023-10-15T15:23:44.936358,2023-10-15T15:23:44.936358,0,155,155,true
1,0x16f4c38790a0a7ff644ed08a7b2a7cdf4d1c3836,0xb28b063f097842fa2b6d99f5b45ce12b8f7c4fe09ec6470e8cf01cbd093229de,0xb28b063f097842fa2b6d99f5b45ce12b8f7c4fe09ec6470e8cf01cbd093229de,2023-10-15T15:23:17.002353,2023-10-15T15:23:17.002353,0,218,218,true
889,0xa3eea95db0711cb9905a0400b0cd65257752f040,0xb3782f724e21a85efe0178cad76aff72f4a1b85389bbd154cd4c8ff51b95eec5,0xb3782f724e21a85efe0178cad76aff72f4a1b85389bbd154cd4c8ff51b95eec5,2023-10-15T15:24:02.224354,2023-10-15T15:24:02.224294,60,1037,1037,true
606,0x00ac68bf447a04e2e6ac78d25c8cbef9ea397b12,0xa5bce774f7fdd236aac08a786febc45f94b0ce6f267f1eaa7a206085a6b77119,0xa5bce774f7fdd236aac08a786febc45f94b0ce6f267f1eaa7a206085a6b77119,2023-10-15T15:24:22.946153,2023-10-15T15:24:22.941285,4868,1534,1534,true
330,0x155d1fdcae0544198b9d5b12b611363d480f16bf,0xfecacae103106f7e4cecfd14fb5d06849d225c1b0754e1c3e1f5521ffd991569,0xfecacae103106f7e4cecfd14fb5d06849d225c1b0754e1c3e1f5521ffd991569,2023-10-15T15:23:53.059344,2023-10-15T15:23:53.059345,0,1108,1108,true
390328,0x3527439923a63f8c13cf72b8fe80a77f6e572092,0xcfc7f6faaa8c2334fd003e91fa6efb66f6ba8ea6455fce54f5ce9a103d27301e,0xcfc7f6faaa8c2334fd003e91fa6efb66f6ba8ea6455fce54f5ce9a103d27301e,2023-10-15T15:24:43.378675,2023-10-15T15:24:43.373693,4981,115171,115171,true
51,0x170136bc682016f37059a5dddfe86f3648d48f38,0xe25009f3601aacd0f2ee5e96f2c065d3dd6d4ec5701d4997fb877d766e25dc8a,0xe25009f3601aacd0f2ee5e96f2c065d3dd6d4ec5701d4997fb877d766e25dc8a,2023-10-15T15:24:24.955760,2023-10-15T15:24:24.955774,-13,804,804,true
1492200,0xf89d7b9c864f589bbf53a82105107622b35eaa40,0x71949fd2d4231bd7fb9691cbfb1b449fca1f0d7b3d1c0048998d7a0f84b50cf7,0x71949fd2d4231bd7fb9691cbfb1b449fca1f0d7b3d1c0048998d7a0f84b50cf7,2023-10-15T15:23:46.704198,2023-10-15T15:23:46.704198,0,221,221,true
17,0x9447bc47f8a95486d0b65136977ca4e3d97d0a07,0x24ecc95d67234bf615db3749c82c45fe2e04522338be9f2fe6f8024fb43a6549,0x24ecc95d67234bf615db3749c82c45fe2e04522338be9f2fe6f8024fb43a6549,2023-10-15T15:23:43.176246,2023-10-15T15:23:43.176246,0,226,226,true
796433,0xae2d4617c862309a3d75a0ffb358c7a5009c673f,0x767b9d48c9fca39c9ca28cd00cfe3da9a8e39f63cec076312c4cbd87ebf39fd5,0x767b9d48c9fca39c9ca28cd00cfe3da9a8e39f63cec076312c4cbd87ebf39fd5,2023-10-15T15:24:44.810936,2023-10-15T15:24:44.810966,-29,382,382,true
148,0xb5f9100e94c8f5b71101395dab91cbeffba4cc08,0xf4f374e2444dea0c4bf0c697e492b99825ff81922810a9de1a34b1a8267e987f,0xf4f374e2444dea0c4bf0c697e492b99825ff81922810a9de1a34b1a8267e987f,2023-10-15T15:24:06.646024,2023-10-15T15:24:06.646030,-5,219,219,true
6830,0x3634b91e54c4dcd7919772f225fc5532f91d8f92,0xe128090181ec304e2797107b90cb338e7b465dada040d556e271538d1fe7aeca,0xe128090181ec304e2797107b90cb338e7b465dada040d556e271538d1fe7aeca,2023-10-15T15:23:13.654402,2023-10-15T15:23:13.654401,0,156,156,true
592448,0x8c8d7c46219d9205f056f28fee5950ad564d7465,0x8aee601f871752cf24d84ff4123bdcf5c5d3596dc1cfd90c4b24126fe49bde26,0x8aee601f871752cf24d84ff4123bdcf5c5d3596dc1cfd90c4b24126fe49bde26,2023-10-15T15:22:50.732264,2023-10-15T15:22:50.732256,8,157,157,true
514,0x61c91ecd902eb56e314bb2d5c5c07785444ea1c8,0x1e380ecd3ce2bb07ab73f1742d445ec471818f8c99e9bf753691172a838314b9,0x1e380ecd3ce2bb07ab73f1742d445ec471818f8c99e9bf753691172a838314b9,2023-10-15T15:22:11.504760,2023-10-15T15:22:11.504761,0,412,412,true
0,0x7bd9c29ba10253934367917c40c59361cbcebdec,0xd635fedc3e5ed409071166eef074447169cd729421914eaab12ca6cb882602f3,0xd635fedc3e5ed409071166eef074447169cd729421914eaab12ca6cb882602f3,2023-10-15T15:23:09.291412,2023-10-15T15:23:09.291412,0,217,217,true
124,0x8f8aecfb0b66f3af7f9facca976d0b1977852d18,0xa76dda670acc83886154a5000bd886ee502ff02c393cd56ab28e7591cee0ba4b,0xa76dda670acc83886154a5000bd886ee502ff02c393cd56ab28e7591cee0ba4b,2023-10-15T15:24:04.255290,2023-10-15T15:24:04.255290,0,155,155,true
16,0x230168033ebc0d0e33896c08a393bd6797e7088f,0x204adb438a1dc2aacbd4a5537f231a839487b92de250dadb6fcc04d63ef48a3a,0x204adb438a1dc2aacbd4a5537f231a839487b92de250dadb6fcc04d63ef48a3a,2023-10-15T15:23:03.834497,2023-10-15T15:23:03.834464,33,154,154,true
33,0x2476c78b8af12077316030f9b0a0ea20aaadb0af,0x76a23a8b376a821356adfcf569fa74c0748f153f063f92bc270c0a60e2cf727b,0x76a23a8b376a821356adfcf569fa74c0748f153f063f92bc270c0a60e2cf727b,2023-10-15T15:22:33.617719,2023-10-15T15:22:33.617719,0,217,217,true
7965539,0x28c6c06298d514db089934071355e5743bf21d60,0xc337f21243932c6d81476a06b8bb2d9e72f94decbe226380f6968108514e47d9,0xc337f21243932c6d81476a06b8bb2d9e72f94decbe226380f6968108514e47d9,2023-10-15T15:23:19.792939,2023-10-15T15:23:19.792792,146,221,221,true
0,0x4b2932882466a909192389968a96429e6e074288,0x7955a2bfdf6c393b1833b1a187741961d55c6bedfd39d6d09cf479d98909334f,0x7955a2bfdf6c393b1833b1a187741961d55c6bedfd39d6d09cf479d98909334f,2023-10-15T15:24:47.166260,2023-10-15T15:24:47.166260,0,217,217,true
5600087,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0x94e167b186b93d07296f5ec7c4a5a32a884c041a8a94b6bc3d50d39246c1da0f,0x94e167b186b93d07296f5ec7c4a5a32a884c041a8a94b6bc3d50d39246c1da0f,2023-10-15T15:22:30.596385,2023-10-15T15:22:30.596385,0,157,157,true
409,0x772f4fea5afb02e2aae7ea83bacf68ec755a1db9,0x8b1559b6c55ec72b3645ff73ee658884cc915ffcc019c6b9d3bdeb8efda69ac4,0x8b1559b6c55ec72b3645ff73ee658884cc915ffcc019c6b9d3bdeb8efda69ac4,2023-10-15T15:22:56.544019,2023-10-15T15:22:56.544019,0,219,219,true
1929,0xaaa5c5184cb3771412fcd5e2268b1b12a834ccc0,0x73c63b0374425a0b80178d05f434194ede78cb7bfca2111e50e35e7d7097a089,0x73c63b0374425a0b80178d05f434194ede78cb7bfca2111e50e35e7d7097a089,2023-10-15T15:24:55.249070,2023-10-15T15:24:55.249070,0,220,220,true
56,0xc71f6b00315b1b0753ea3b510cfecde5a0667cc8,0xf5b14bc4f9fea09f8c32311ea56ddffb9957714ea92f3ce56034192f1fc753d6,0xf5b14bc4f9fea09f8c32311ea56ddffb9957714ea92f3ce56034192f1fc753d6,2023-10-15T15:22:04.549492,2023-10-15T15:22:04.549492,0,156,156,true
123,0x8f8aecfb0b66f3af7f9facca976d0b1977852d18,0x77b749b97ea3af48422fe235ce228725e839e1ac7361f0bf8f4ba75b449beec0,0x77b749b97ea3af48422fe235ce228725e839e1ac7361f0bf8f4ba75b449beec0,2023-10-15T15:22:54.371348,2023-10-15T15:22:54.371348,0,155,155,true
2492,0x48e7344ecf7d1f9c4d5141f3f6b18910d3bc1410,0xc78a6a2e391fe989704ba0966af75daba5f0006e677ccd67e8bd27f7cb7a818a,0xc78a6a2e391fe989704ba0966af75daba5f0006e677ccd67e8bd27f7cb7a818a,2023-10-15T15:24:45.858906,2023-10-15T15:24:45.858906,0,702,702,true
457,0x25b04d674f39a82239d3b24b38df7de8c92b547d,0x4fccf41d66a0bd22adc4ea9ad5767ff4cfac0f0cac735147d9a6297e16234845,0x4fccf41d66a0bd22adc4ea9ad5767ff4cfac0f0cac735147d9a6297e16234845,2023-10-15T15:23:15.501838,2023-10-15T15:23:15.501838,0,186,186,true
339,0xe31381040312527de4ab71a86f2040855187aea9,0x047edec2d672d1b03f0ee821bb362495d28c4530178633c6fff1a30d6c9b6452,0x047edec2d672d1b03f0ee821bb362495d28c4530178633c6fff1a30d6c9b6452,2023-10-15T15:23:46.165370,2023-10-15T15:23:46.165370,0,806,806,true
35,0x3af3ef92815e5f6695b4bc5d65ec0e5a956653a3,0x2a3e75e44adc003f730a9676ea3a69a6493c04cae396fc95b490465ede30f39f,0x2a3e75e44adc003f730a9676ea3a69a6493c04cae396fc95b490465ede30f39f,2023-10-15T15:22:32.870581,2023-10-15T15:22:32.868136,2444,154,154,true
2445,0x9c7143064a4540fc6e41c8a877ea28517e49b6cd,0xd223eed7fa28e8d73fe14776ed990287b276f27468361a3a1f4589ea87fd6c55,0xd223eed7fa28e8d73fe14776ed990287b276f27468361a3a1f4589ea87fd6c55,2023-10-15T15:22:35.416816,2023-10-15T15:22:35.415710,1106,798,798,true
798,0x0b41ca9dd8cf98910c6dc48bfc8af924c4f1268d,0x276fb2dab93ced49ecc2d77bf66104b1ad8e6a464dd16c781a8e5b4d825a190e,0x276fb2dab93ced49ecc2d77bf66104b1ad8e6a464dd16c781a8e5b4d825a190e,2023-10-15T15:24:23.955673,2023-10-15T15:24:23.955673,0,219,219,true
291,0x7d22a9eb00f36ac727bf5caeeca8d4b910c739a2,0xa8ca5fcebef18a49a39495a4030146f609a2295e69359a261711eed950aad64a,0xa8ca5fcebef18a49a39495a4030146f609a2295e69359a261711eed950aad64a,2023-10-15T15:23:07.762257,2023-10-15T15:23:07.763145,-888,4390,4390,true
41,0xcf01f5d38320bacd5033f5067c268d3246a1e790,0x33975b97d9dadda35682a80ef4d405cc2364648696f8b8dbef637cf6c21ab13c,0x33975b97d9dadda35682a80ef4d405cc2364648696f8b8dbef637cf6c21ab13c,2023-10-15T15:25:02.694538,2023-10-15T15:25:02.694551,-13,424,424,true
9,0xf9a0e4ffcdca164e2abd89c07e22ee1024f62704,0x91be7b17d2afebf473dfe7c243effa5cd743e5c40ddcd50ca372435958298359,0x91be7b17d2afebf473dfe7c243effa5cd743e5c40ddcd50ca372435958298359,2023-10-15T15:22:54.248302,2023-10-15T15:22:54.248302,0,386,386,true
243,0xa2c6b3f2aa2e566671d747882f02cb8d535f69e7,0x0645d3da20ff8def72469c0a72a74550fe140e3e344d6dee5e86f4aa3bff9407,0x0645d3da20ff8def72469c0a72a74550fe140e3e344d6dee5e86f4aa3bff9407,2023-10-15T15:22:36.674244,2023-10-15T15:22:36.674240,3,219,219,true
37,0x8c7ef83fad9057e3233b3a647cfefa94121b7834,0x666a7bb0da386f67e7bd8c8b041f397dc3d87020fefcfd6ff8773a2aee56a446,0x666a7bb0da386f67e7bd8c8b041f397dc3d87020fefcfd6ff8773a2aee56a446,2023-10-15T15:24:20.512558,2023-10-15T15:24:20.511480,1078,668,668,true
4,0x7f782a2012785232130e2e0446517a3b90d3788b,0xabf8f74fa40387788432d93c07fb0bd239f284427d08c6fb66a7c4e736581298,0xabf8f74fa40387788432d93c07fb0bd239f284427d08c6fb66a7c4e736581298,2023-10-15T15:23:25.253418,2023-10-15T15:23:25.253418,0,217,217,true
48,0xb33102968f33c9de508839d6f908067854e5f081,0x17b1cca459ffd62bfb86ac847cc095bc57f8af0299e0073e4c1948291943f653,0x17b1cca459ffd62bfb86ac847cc095bc57f8af0299e0073e4c1948291943f653,2023-10-15T15:22:09.603641,2023-10-15T15:22:09.603644,-3,144,144,true
1,0x08dbcf4935a760628e171f3ee680aa6cd57ebf75,0x6d5177a7e5aac7f399706c7279f9d476a9da954d85705326b9316f8c446b7f1a,0x6d5177a7e5aac7f399706c7279f9d476a9da954d85705326b9316f8c446b7f1a,2023-10-15T15:24:11.622907,2023-10-15T15:24:11.622907,0,154,154,true
3,0x03a6530ae12e7b432be0a4c157453a1af6474be8,0x8f64995a16c9caf7f97adc806dc267b3e417a6ff61c80122cfb5fcf3c006692a,0x8f64995a16c9caf7f97adc806dc267b3e417a6ff61c80122cfb5fcf3c006692a,2023-10-15T15:23:53.907287,2023-10-15T15:23:53.907287,0,218,218,true
33,0x303cb2d7c3d367c94aa32da46ac27dc5a11eae89,0xc891dd0f27a1f958b8c4832e95a021767e6a096e6cd93a4f1963340ac2d05dc1,0xc891dd0f27a1f958b8c4832e95a021767e6a096e6cd93a4f1963340ac2d05dc1,2023-10-15T15:23:32.357841,2023-10-15T15:23:32.357841,0,154,154,true
710879,0xf7858da8a6617f7c6d0ff2bcafdb6d2eedf64840,0xb585e2fd5b3e4c280247f146e9bb20d1ef2ccfb2e7b4cbf90060103c7193c1df,0xb585e2fd5b3e4c280247f146e9bb20d1ef2ccfb2e7b4cbf90060103c7193c1df,2023-10-15T15:23:08.711457,2023-10-15T15:23:08.711457,0,159,159,true
3,0xf1690ffa2075c8081c4e2369f59d2f1ec6a0c418,0x3e7d9cf50a9b87084d8a79cabb6fa46b4489b35c0808d1dc75bcff1d3cd78cdf,0x3e7d9cf50a9b87084d8a79cabb6fa46b4489b35c0808d1dc75bcff1d3cd78cdf,2023-10-15T15:24:42.093797,2023-10-15T15:24:42.093764,33,218,218,true
1774,0x9261e19c2d5f9b2e9e54b2e54d7d2aa60d7f31f1,0x83367deb029560843fd87dcddcc43c7ac047f83591a33a6c13c6daf3e1f3d8b7,0x83367deb029560843fd87dcddcc43c7ac047f83591a33a6c13c6daf3e1f3d8b7,2023-10-15T15:22:16.619825,2023-10-15T15:22:16.619825,0,156,156,true
237,0x8f3a1313e6c57ea7b1ea0dc3c3542580dbdd2aca,0xfc51781b106aca35400b6e843bb86ae9018431e5b79effb6b603d75e14ae75fb,0xfc51781b106aca35400b6e843bb86ae9018431e5b79effb6b603d75e14ae75fb,2023-10-15T15:24:47.721169,2023-10-15T15:24:47.721169,0,216,216,true
6,0xf8cca818d8d4e9bb9b6b7c49fca634de2c6a1e86,0x8ec33039b54648cb32e034c23bfc63f8457bf293550f2c2279dd9d6e3e293178,0x8ec33039b54648cb32e034c23bfc63f8457bf293550f2c2279dd9d6e3e293178,2023-10-15T15:23:29.482499,2023-10-15T15:23:29.482499,0,452,452,true
481,0xaa6c89f90078210ea92c4e449c00551f7254dcf6,0x3e9bb8d0de90dff0000daa5bfd8d33cbd32565aad779823b299521127dd86131,0x3e9bb8d0de90dff0000daa5bfd8d33cbd32565aad779823b299521127dd86131,2023-10-15T15:24:57.151780,2023-10-15T15:24:57.151781,-1,805,805,true
15,0xe3515f69932aff6690d050b614b13e24063248e3,0x6f1c7c13fdbc3a7d6de3ae975f0b99e55a25f74fa3253d66fa17bf8f13bd4aae,0x6f1c7c13fdbc3a7d6de3ae975f0b99e55a25f74fa3253d66fa17bf8f13bd4aae,2023-10-15T15:24:12.963830,2023-10-15T15:24:12.951689,12141,250,250,true
1,0xd55124f65ca7c2e07eaffe19f59dcdadcc78f485,0x859255681ef144ef0fbb0c4c1ee8f9384c68ba916db4ee0f95ccc22ea3b007b8,0x859255681ef144ef0fbb0c4c1ee8f9384c68ba916db4ee0f95ccc22ea3b007b8,2023-10-15T15:24:14.386151,2023-10-15T15:24:14.384958,1193,452,452,true
47,0x196bf11aebc956772106e917c9a141a38d30e9b1,0x0ce4999d4e171926dd1acebed6abfa4a88adab118a67314269889fab1c9f67f0,0x0ce4999d4e171926dd1acebed6abfa4a88adab118a67314269889fab1c9f67f0,2023-10-15T15:23:20.271500,2023-10-15T15:23:20.271500,0,217,217,true
854058,0xb739d0895772dbb71a89a3754a160269068f0d45,0x44e21ad5deb2c6870715733e5d78f8b8e23a0430ed8a0e76a826c8278f1c38f2,0x44e21ad5deb2c6870715733e5d78f8b8e23a0430ed8a0e76a826c8278f1c38f2,2023-10-15T15:23:00.642191,2023-10-15T15:23:00.642168,22,155,155,true
